user_id,exercise1,exercise2,exercise3,date,time,user_mbti
a1636,유도,스노보드,아이스스케이트,"화, 금, 일","이른 오전, 오후, 늦은 오후, 밤",ISTP
a1637,스쿼시,사이클,골프/스크린골프,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 저녁, 밤",ISFP
a1638,골프/스크린골프,인라인스케이트,아이스스케이트,"월, 화, 목, 금","이른 오전, 오후, 저녁, 밤",INFJ
a1639,무에타이,등산,스키,"월, 화, 수","이른 오전, 늦은 오후, 저녁, 밤",ISFJ
a1640,사이클,인라인스케이트,보드,"월, 화, 수, 금, 일",이른 오전,INFJ
a1641,수영,배드민턴,스노보드,목,"이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESTJ
a1642,농구,사이클,스키,"화, 수, 목, 금, 토, 일",이른 오전,ENTJ
a1643,탁구,마라톤,스쿼시,토,오후,INFP
a1644,서핑,배구,발야구,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFP
a1645,유도,마라톤,테니스,"월, 화, 수, 목, 금, 토, 일",저녁,ESTJ
a1646,클라이밍,족구,사이클,"월, 화, 수, 목, 금, 토, 일","늦은 오후, 저녁",ENFP
a1647,크로스핏,헬스,스키,"월, 토",이른 오전,INFJ
a1648,스키,아이스스케이트,복싱,"월, 화, 수, 금, 토","늦은 오후, 밤",INTP
a1649,풋살,피구,족구,"화, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENFP
a1650,태권도,피구,배구,"월, 수, 금, 토, 일",오후,ISFP
a1651,서핑,러닝,스쿼시,"월, 화, 금, 토, 일","이른 오전, 오후",ENFP
a1652,유도,무에타이,등산,"월, 화, 목","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESFP
a1653,필라테스,볼링,사이클,"금, 토","오전, 늦은 오후, 밤",ISTJ
a1654,인라인스케이트,풋살,요가,"월, 목, 일","오전, 오후, 밤",ENTJ
a1655,인라인스케이트,볼링,요가,"수, 목, 토","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENFP
a1656,유도,배드민턴,스키,"화, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁",ESTJ
a1657,풋살,탁구,스키,"화, 토","이른 오전, 오전, 오후",ISTP
a1658,아이스스케이트,스쿼시,클라이밍,"월, 토","오전, 오후, 저녁",ESTJ
a1659,축구,스키,배구,"월, 수, 목, 일","오후, 저녁",ENTP
a1660,마라톤,배드민턴,볼링,토,오후,ESTJ
a1661,스키,스노보드,요가,"화, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESTJ
a1662,아이스스케이트,발야구,족구,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오후, 저녁",INTJ
a1663,볼링,발야구,서핑,토,"이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFJ
a1664,골프/스크린골프,풋살,축구,일,"이른 오전, 늦은 오후, 밤",INTP
a1665,배구,수영,아이스스케이트,"화, 수, 금, 토, 일","이른 오전, 저녁",ENFJ
a1666,야구,배드민턴,스쿼시,"월, 화, 수, 목, 금, 토, 일","오전, 늦은 오후, 저녁",ISFJ
a1667,서핑,골프/스크린골프,발야구,"월, 수, 금, 토, 일","이른 오전, 오후, 늦은 오후, 저녁",ISFJ
a1668,수영,테니스,탁구,"월, 화, 수, 금","오전, 오후, 늦은 오후, 저녁, 밤",INTP
a1669,복싱,스키,클라이밍,"화, 수, 금, 일","이른 오전, 오전, 오후, 저녁, 밤",ISFJ
a1670,스노보드,볼링,유도,"월, 화, 수, 목, 금, 토",이른 오전,ENTJ
a1671,태권도,발야구,테니스,"수, 목, 금, 일","이른 오전, 오후, 늦은 오후, 저녁, 밤",ISTJ
a1672,농구,주짓수,보드,"월, 화, 목, 토, 일","이른 오전, 오전, 늦은 오후, 저녁, 밤",ENFP
a1673,헬스,아이스스케이트,축구,"월, 수, 목, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFP
a1674,복싱,크로스핏,농구,"월, 수, 목, 토, 일",이른 오전,ENFP
a1675,태권도,서핑,크로스핏,금,"오전, 늦은 오후, 저녁",ISTJ
a1676,헬스,배드민턴,테니스,"금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INFJ
a1677,요가,스노보드,풋살,일,"이른 오전, 오전",INFP
a1678,복싱,아이스스케이트,보드,"월, 목","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENTJ
a1679,스쿼시,스키,서핑,"월, 화, 목, 금","이른 오전, 오후, 저녁, 밤",ENTP
a1680,보드,족구,수영,"화, 목, 금",밤,ENTJ
a1681,축구,크로스핏,서핑,"목, 금, 토","이른 오전, 오전, 오후, 늦은 오후, 밤",ENTP
a1682,골프/스크린골프,요가,크로스핏,"월, 금","이른 오전, 오전, 오후, 늦은 오후, 밤",ESTJ
a1683,발야구,클라이밍,유도,"월, 수, 일","오전, 오후, 늦은 오후, 저녁",ENTP
a1684,클라이밍,사이클,스키,"월, 금, 토, 일","이른 오전, 오후, 저녁, 밤",ENFJ
a1685,필라테스,러닝,수영,"화, 수, 목",오후,ESFJ
a1686,배구,스쿼시,볼링,"월, 화, 금, 토","오전, 늦은 오후",ISFP
a1687,크로스핏,스노보드,볼링,"월, 수","이른 오전, 오전, 오후, 늦은 오후, 밤",INFJ
a1688,발야구,필라테스,아이스스케이트,"토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INFJ
a1689,탁구,마라톤,서핑,"월, 화, 수, 목, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISTP
a1690,스키,족구,풋살,"월, 수, 목, 금, 토, 일","오전, 오후, 늦은 오후, 밤",ESFJ
a1691,요가,스노보드,복싱,"월, 화, 수, 목, 금","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESTJ
a1692,볼링,마라톤,크로스핏,"월, 수, 목, 금, 토","오전, 오후, 늦은 오후, 밤",INFJ
a1693,아이스스케이트,발야구,야구,"화, 수, 금, 일","늦은 오후, 밤",ISFJ
a1694,사이클,크로스핏,스키,"월, 화, 수, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESTP
a1695,족구,아이스스케이트,헬스,"수, 목, 금, 토, 일","이른 오전, 오전, 오후, 밤",ISTJ
a1696,복싱,볼링,피구,"월, 화, 수, 토, 일","이른 오전, 오전, 오후, 저녁, 밤",ISFJ
a1697,복싱,인라인스케이트,아이스스케이트,"토, 일","오후, 늦은 오후, 밤",INFP
a1698,배드민턴,수영,주짓수,"월, 수, 목, 금, 토, 일","오전, 오후",ESTP
a1699,무에타이,축구,크로스핏,"화, 일","오전, 오후, 늦은 오후, 저녁, 밤",ENTP
a1700,배드민턴,스쿼시,크로스핏,"화, 수, 목, 금, 토, 일",오후,INFJ
a1701,배드민턴,수영,보드,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 늦은 오후, 저녁, 밤",ENFP
a1702,피구,무에타이,복싱,"월, 화, 수, 목, 금, 일",저녁,INTP
a1703,스노보드,아이스스케이트,요가,"월, 목, 금, 일","오전, 오후, 늦은 오후, 저녁, 밤",ESFJ
a1704,필라테스,스노보드,무에타이,"월, 화","오전, 늦은 오후, 밤",ISFJ
a1705,필라테스,피구,야구,"화, 토","늦은 오후, 밤",ESFJ
a1706,스쿼시,풋살,수영,"수, 목, 금, 토","이른 오전, 오전, 저녁, 밤",INTP
a1707,필라테스,골프/스크린골프,태권도,"금, 토","이른 오전, 늦은 오후, 저녁, 밤",ENFJ
a1708,헬스,축구,탁구,"월, 화, 목","저녁, 밤",ISFJ
a1709,주짓수,사이클,마라톤,수,"이른 오전, 오후, 늦은 오후, 저녁, 밤",ENTP
a1710,풋살,사이클,골프/스크린골프,"수, 목, 금, 토",이른 오전,ESTJ
a1711,복싱,무에타이,발야구,수,"오전, 저녁, 밤",ISTP
a1712,보드,클라이밍,러닝,수,"이른 오전, 오전, 오후, 늦은 오후",ISFP
a1713,스노보드,농구,테니스,"월, 화, 목, 금","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENFJ
a1714,야구,볼링,수영,"월, 화, 수","이른 오전, 오후, 늦은 오후, 저녁, 밤",ISFJ
a1715,서핑,요가,러닝,금,"오전, 오후",ISTJ
a1716,배드민턴,스노보드,아이스스케이트,"수, 금, 토, 일",오전,ESFJ
a1717,탁구,테니스,스키,"월, 화, 목, 금, 토, 일","오전, 오후, 늦은 오후, 저녁, 밤",ENTJ
a1718,아이스스케이트,등산,보드,"수, 금, 토","오전, 오후, 늦은 오후",INTJ
a1719,야구,볼링,발야구,"월, 화, 수, 목, 금, 토, 일","이른 오전, 밤",INTJ
a1720,골프/스크린골프,배드민턴,농구,"월, 화, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESTP
a1721,배드민턴,요가,농구,목,"이른 오전, 오전, 늦은 오후, 저녁, 밤",ISFJ
a1722,풋살,크로스핏,스쿼시,"월, 화, 수, 목, 금, 일","이른 오전, 오후, 저녁",INTP
a1723,발야구,아이스스케이트,야구,"목, 토",오전,ESFJ
a1724,발야구,러닝,배드민턴,"화, 목, 금, 토, 일",밤,ESTJ
a1725,마라톤,수영,태권도,"월, 화, 일",오후,INTP
a1726,러닝,무에타이,등산,"화, 수, 목, 금","이른 오전, 오전",ENFJ
a1727,축구,테니스,요가,"금, 토","이른 오전, 오전, 늦은 오후, 저녁, 밤",ENFJ
a1728,발야구,등산,야구,"월, 목","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISTJ
a1729,무에타이,풋살,필라테스,"월, 화, 수, 목, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFJ
a1730,볼링,필라테스,배구,"월, 목, 금, 토, 일",저녁,ESFJ
a1731,볼링,요가,테니스,"화, 수, 목, 금, 토, 일",밤,ESFP
a1732,발야구,풋살,배구,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 저녁, 밤",INTJ
a1733,스키,탁구,스쿼시,"월, 화, 목, 금, 토, 일","이른 오전, 오전, 늦은 오후, 밤",ENTP
a1734,축구,배구,야구,일,"이른 오전, 오전",ESFJ
a1735,야구,필라테스,요가,"월, 화, 수, 목, 금, 토, 일","이른 오전, 저녁",ESTJ
a1736,스키,농구,클라이밍,"수, 목, 금, 토","오전, 오후, 늦은 오후, 저녁, 밤",ISTJ
a1737,크로스핏,사이클,무에타이,"목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISTJ
a1738,스노보드,발야구,태권도,"화, 수, 목, 금, 토","이른 오전, 저녁",ISFJ
a1739,무에타이,서핑,주짓수,"월, 화, 수, 목, 금, 토, 일",이른 오전,ISTJ
a1740,스키,복싱,유도,"월, 화, 수, 목","이른 오전, 늦은 오후",ISTJ
a1741,복싱,사이클,태권도,"월, 토","이른 오전, 오전, 오후, 저녁, 밤",ESTP
a1742,요가,발야구,탁구,"화, 목, 금, 일","늦은 오후, 밤",ENFJ
a1743,보드,농구,요가,"월, 화, 수, 목, 금, 일","오후, 밤",ISTJ
a1744,태권도,배구,서핑,"월, 수","이른 오전, 오전, 오후, 늦은 오후, 저녁",ISTP
a1745,스노보드,골프/스크린골프,족구,"월, 화, 수, 목, 금, 토, 일","오전, 늦은 오후, 저녁, 밤",INFJ
a1746,사이클,볼링,크로스핏,토,"이른 오전, 오전, 오후, 저녁",ENTP
a1747,테니스,필라테스,사이클,"월, 목","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESTP
a1748,풋살,피구,복싱,"월, 화, 금, 일","오전, 오후",ISTP
a1749,야구,수영,등산,화,"늦은 오후, 저녁",INFJ
a1750,유도,스키,헬스,화,"오전, 오후, 늦은 오후, 저녁, 밤",ENFP
a1751,테니스,마라톤,러닝,"금, 토",오후,ENTP
a1752,무에타이,피구,배구,"월, 화, 수, 목, 토","오전, 늦은 오후, 저녁",ESTP
a1753,인라인스케이트,피구,러닝,"월, 화, 수, 목, 금, 토","오전, 오후, 늦은 오후, 저녁, 밤",ESTJ
a1754,서핑,러닝,골프/스크린골프,"목, 토, 일","이른 오전, 오후, 늦은 오후, 저녁, 밤",ISFJ
a1755,무에타이,주짓수,헬스,"월, 수, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENFJ
a1756,배드민턴,테니스,배구,"화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESFP
a1757,클라이밍,태권도,아이스스케이트,"금, 일","이른 오전, 오전, 오후, 저녁",ISFP
a1758,스쿼시,등산,요가,수,"이른 오전, 오전, 오후, 저녁, 밤",INTJ
a1759,등산,골프/스크린골프,족구,"월, 토, 일","이른 오전, 오전, 늦은 오후, 저녁, 밤",ISTJ
a1760,탁구,사이클,보드,"월, 화, 목, 금, 토, 일","이른 오전, 오전, 늦은 오후, 저녁, 밤",ENTP
a1761,스키,등산,피구,"월, 화, 수, 토",밤,ENTP
a1762,필라테스,야구,족구,"월, 화, 수, 목, 금, 토",저녁,ISTP
a1763,골프/스크린골프,농구,러닝,목,"이른 오전, 늦은 오후",INTJ
a1764,인라인스케이트,등산,수영,"월, 화, 목, 금, 토, 일","오전, 오후, 늦은 오후, 저녁, 밤",ESFP
a1765,유도,테니스,등산,"금, 일","오전, 저녁, 밤",ESTJ
a1766,야구,태권도,클라이밍,"화, 목, 금","오전, 오후, 늦은 오후, 저녁",ESTP
a1767,유도,필라테스,족구,"월, 화, 수, 목, 금, 토, 일","늦은 오후, 밤",ENTP
a1768,태권도,마라톤,러닝,"화, 수, 금, 토, 일",밤,ESFJ
a1769,스노보드,주짓수,크로스핏,"월, 화, 수, 목, 토, 일","이른 오전, 오후, 늦은 오후, 저녁, 밤",ISTP
a1770,야구,테니스,복싱,화,"이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENFP
a1771,서핑,풋살,클라이밍,토,"이른 오전, 오전",ESFP
a1772,배드민턴,사이클,요가,"화, 수, 목, 토, 일",오전,ISFP
a1773,필라테스,요가,크로스핏,"화, 수, 토","오전, 오후, 늦은 오후, 밤",INTP
a1774,축구,농구,크로스핏,"월, 화, 수, 목, 금, 토, 일","이른 오전, 밤",INTJ
a1775,주짓수,아이스스케이트,유도,"월, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFP
a1776,골프/스크린골프,사이클,서핑,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISTP
a1777,수영,서핑,배드민턴,"월, 화","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFP
a1778,탁구,복싱,볼링,"화, 금, 토, 일","이른 오전, 오전, 늦은 오후, 저녁, 밤",ESTP
a1779,스키,러닝,유도,토,"오전, 오후, 늦은 오후",INTP
a1780,헬스,주짓수,러닝,"화, 목","오전, 오후, 저녁, 밤",INFP
a1781,농구,스노보드,인라인스케이트,"월, 화, 수, 목, 금, 토, 일","늦은 오후, 저녁, 밤",ENTJ
a1782,클라이밍,테니스,탁구,"화, 금, 토, 일","이른 오전, 오후, 늦은 오후, 밤",ISFJ
a1783,스노보드,유도,요가,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 늦은 오후, 저녁, 밤",INFJ
a1784,탁구,골프/스크린골프,복싱,"월, 화, 수, 금, 일",오후,ESFJ
a1785,수영,보드,헬스,토,"이른 오전, 오후, 늦은 오후, 밤",INFJ
a1786,유도,주짓수,헬스,"월, 화, 목, 금","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENTP
a1787,러닝,헬스,복싱,"화, 수, 목, 금, 토","이른 오전, 오전",ENFP
a1788,발야구,볼링,요가,"월, 수, 토",저녁,INTJ
a1789,볼링,축구,발야구,"월, 금",이른 오전,ESFP
a1790,보드,배구,아이스스케이트,"월, 화, 수, 목, 금, 토, 일",늦은 오후,ENFP
a1791,스키,수영,주짓수,"월, 화, 목, 토, 일","오후, 저녁",INTJ
a1792,마라톤,풋살,복싱,"월, 목",이른 오전,ENFJ
a1793,테니스,아이스스케이트,피구,"화, 일","이른 오전, 오후, 저녁, 밤",ENFP
a1794,족구,사이클,배구,"월, 금, 토","이른 오전, 오후, 늦은 오후",ESTP
a1795,클라이밍,축구,사이클,"월, 화, 수, 목, 토, 일","이른 오전, 오후, 늦은 오후",ENTP
a1796,스키,축구,서핑,"목, 금, 일",오후,INTJ
a1797,족구,요가,사이클,"금, 토","오전, 저녁, 밤",ESFJ
a1798,탁구,아이스스케이트,스키,"월, 화, 수, 목, 금, 토, 일","오전, 오후, 저녁, 밤",ISFJ
a1799,야구,러닝,인라인스케이트,"월, 화, 목, 금, 토, 일","이른 오전, 오전",INFP
a1800,스노보드,서핑,발야구,토,"이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENTJ
a1801,헬스,배드민턴,스쿼시,월,"이른 오전, 오전, 오후, 저녁, 밤",INFP
a1802,배드민턴,축구,스쿼시,"화, 목, 금, 일","이른 오전, 오전, 오후, 저녁",ISTJ
a1803,농구,피구,골프/스크린골프,목,"이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESFJ
a1804,태권도,탁구,클라이밍,"화, 일","이른 오전, 오후, 저녁, 밤",ESTP
a1805,풋살,배드민턴,보드,"화, 목, 토, 일","오후, 저녁",INFP
a1806,사이클,스노보드,마라톤,"화, 수, 금, 토","오전, 늦은 오후, 저녁, 밤",ENTJ
a1807,농구,족구,복싱,"월, 화, 수, 목, 금, 토","오전, 오후, 저녁",INFP
a1808,서핑,농구,헬스,금,"오전, 밤",ENTJ
a1809,볼링,서핑,사이클,"월, 화, 수, 목, 금, 토","이른 오전, 오전, 오후, 저녁",ESTJ
a1810,주짓수,농구,보드,수,이른 오전,ISTP
a1811,발야구,스쿼시,클라이밍,"화, 수, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENFP
a1812,유도,주짓수,아이스스케이트,"월, 수, 금","늦은 오후, 밤",ESFJ
a1813,테니스,태권도,복싱,"화, 수, 목, 금, 토",저녁,ESFP
a1814,아이스스케이트,등산,피구,"수, 토, 일","이른 오전, 저녁",ISFJ
a1815,스쿼시,풋살,농구,"화, 금, 토",밤,INTJ
a1816,스노보드,피구,발야구,"수, 목, 금, 토","이른 오전, 오후, 늦은 오후",ENTP
a1817,발야구,크로스핏,클라이밍,금,"이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISTJ
a1818,스노보드,필라테스,유도,"월, 화, 목, 금",이른 오전,INTJ
a1819,스키,보드,수영,"월, 화, 수, 목, 금, 토, 일","오전, 오후, 늦은 오후",INFP
a1820,러닝,테니스,클라이밍,월,"이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESTP
a1821,보드,아이스스케이트,등산,토,"이른 오전, 저녁",INTJ
a1822,요가,보드,축구,"월, 화, 수, 목, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 밤",ENTJ
a1823,복싱,인라인스케이트,스쿼시,"월, 화, 수, 목, 금, 일","오전, 오후, 늦은 오후",ENTP
a1824,복싱,보드,헬스,"월, 화, 수, 목, 토","이른 오전, 오전, 오후, 늦은 오후",ESTJ
a1825,서핑,인라인스케이트,러닝,월,"이른 오전, 오전, 오후, 늦은 오후, 밤",INFJ
a1826,사이클,서핑,축구,일,"이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFP
a1827,복싱,아이스스케이트,요가,"월, 화, 수, 목, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 밤",ISFP
a1828,크로스핏,배구,헬스,"목, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁",ESFP
a1829,야구,아이스스케이트,무에타이,일,"이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INFJ
a1830,배드민턴,클라이밍,마라톤,"월, 화, 목, 토, 일","저녁, 밤",ENFP
a1831,배드민턴,스키,복싱,목,"오전, 오후, 저녁",ESFP
a1832,필라테스,등산,볼링,"월, 화, 수, 목, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 밤",ISFP
a1833,태권도,축구,스쿼시,"월, 화, 수, 목, 토, 일","이른 오전, 오전, 오후, 저녁, 밤",ESTP
a1834,테니스,필라테스,서핑,"월, 일","이른 오전, 오전, 늦은 오후, 저녁, 밤",ESTJ
a1835,배드민턴,탁구,유도,"월, 목, 토",오전,ESTJ
a1836,인라인스케이트,클라이밍,헬스,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 늦은 오후, 저녁, 밤",ENFJ
a1837,수영,사이클,무에타이,"화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 저녁, 밤",INFJ
a1838,골프/스크린골프,유도,농구,"수, 일","오후, 저녁",INFP
a1839,테니스,풋살,배드민턴,"월, 화, 수, 목, 금, 토, 일",저녁,ENTJ
a1840,사이클,아이스스케이트,등산,일,밤,ENTP
a1841,필라테스,크로스핏,러닝,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INTJ
a1842,무에타이,테니스,주짓수,"목, 금, 일",늦은 오후,ISFP
a1843,마라톤,러닝,필라테스,"월, 토, 일",밤,INFJ
a1844,러닝,마라톤,요가,"월, 화, 수, 목, 금, 토, 일","오전, 오후",ISFJ
a1845,복싱,피구,러닝,"목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁",ISTP
a1846,발야구,풋살,농구,"월, 금, 토, 일","오전, 오후, 저녁, 밤",ISTJ
a1847,보드,야구,탁구,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 밤",ENTP
a1848,주짓수,농구,야구,"목, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INTJ
a1849,축구,테니스,등산,"화, 수, 목, 토, 일","이른 오전, 저녁, 밤",ISFP
a1850,클라이밍,태권도,요가,"월, 화, 목, 토","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFJ
a1851,무에타이,아이스스케이트,피구,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오후, 저녁, 밤",ESFP
a1852,요가,수영,헬스,금,"오전, 늦은 오후",ESTJ
a1853,헬스,배구,발야구,"월, 수, 목, 일",밤,INTJ
a1854,복싱,서핑,무에타이,"화, 목, 금, 토, 일","오전, 저녁",INTJ
a1855,등산,마라톤,테니스,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 밤",ENFP
a1856,서핑,배드민턴,스쿼시,"수, 금","이른 오전, 오전, 늦은 오후, 저녁, 밤",ENFP
a1857,인라인스케이트,마라톤,러닝,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISTP
a1858,골프/스크린골프,사이클,무에타이,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 늦은 오후, 저녁",ISTJ
a1859,무에타이,야구,사이클,"월, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFP
a1860,보드,테니스,인라인스케이트,"월, 목, 금, 일","오후, 늦은 오후",ENFP
a1861,러닝,탁구,등산,"수, 목, 금","이른 오전, 오전, 오후, 저녁",ENFJ
a1862,인라인스케이트,서핑,농구,"월, 화, 수","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISTP
a1863,피구,마라톤,태권도,"화, 목, 금, 토","이른 오전, 오전, 저녁, 밤",ENTP
a1864,사이클,태권도,골프/스크린골프,"화, 목, 금, 토, 일","이른 오전, 오후, 늦은 오후, 밤",ISTJ
a1865,클라이밍,피구,스키,"화, 목",저녁,ISFJ
a1866,수영,서핑,보드,화,"이른 오전, 오전",ISTJ
a1867,볼링,스쿼시,배드민턴,"월, 화, 수, 목, 금, 토, 일",오후,ISFP
a1868,골프/스크린골프,유도,스키,"화, 수, 목, 토, 일","오전, 밤",ENTP
a1869,풋살,배드민턴,볼링,"월, 수, 목, 금, 일","오전, 늦은 오후, 저녁",INTJ
a1870,농구,피구,등산,"월, 화, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후",ENFJ
a1871,농구,발야구,피구,수,"오전, 저녁",INTP
a1872,스키,테니스,마라톤,"월, 화, 수, 목, 금, 토, 일","오전, 늦은 오후, 저녁",ISTP
a1873,무에타이,스쿼시,족구,"화, 수, 금, 일","오전, 오후, 늦은 오후",ENTP
a1874,보드,아이스스케이트,주짓수,"월, 화, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENFP
a1875,러닝,탁구,수영,"월, 화, 수, 목, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 밤",ISFP
a1876,족구,보드,배구,"월, 화","오후, 늦은 오후, 밤",ESTP
a1877,주짓수,마라톤,필라테스,"월, 화, 수, 목, 금, 토",저녁,ESFP
a1878,배드민턴,무에타이,수영,"월, 화, 수, 금, 토, 일",밤,INFJ
a1879,축구,태권도,스노보드,"화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESTJ
a1880,무에타이,보드,유도,"월, 화, 수, 목, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESTJ
a1881,복싱,피구,주짓수,"월, 수, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 밤",ESTJ
a1882,러닝,요가,골프/스크린골프,"월, 화, 목, 금, 토, 일",밤,ESTJ
a1883,스노보드,태권도,서핑,일,밤,ENTP
a1884,복싱,필라테스,태권도,"화, 목, 금","오전, 밤",ESFJ
a1885,보드,러닝,탁구,"목, 토",늦은 오후,INTJ
a1886,마라톤,스노보드,필라테스,"월, 화, 목, 금, 토, 일",오전,ENTJ
a1887,볼링,아이스스케이트,사이클,"수, 토",이른 오전,INFJ
a1888,필라테스,테니스,인라인스케이트,목,"오후, 늦은 오후",ESFP
a1889,농구,클라이밍,필라테스,"화, 수","이른 오전, 오전, 늦은 오후",INFP
a1890,태권도,테니스,보드,화,"이른 오전, 오전, 늦은 오후, 저녁, 밤",ENFJ
a1891,테니스,야구,등산,"수, 금","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENTP
a1892,스쿼시,클라이밍,볼링,"화, 수, 목, 금, 토, 일","오전, 오후, 늦은 오후, 밤",INTP
a1893,사이클,스키,보드,"월, 화, 일",밤,ISTP
a1894,탁구,요가,복싱,"수, 금, 토, 일","오전, 늦은 오후",ENTP
a1895,크로스핏,수영,야구,"월, 화, 수, 목, 토, 일","늦은 오후, 밤",INTP
a1896,족구,인라인스케이트,탁구,"월, 화, 수, 금, 일","오전, 밤",ISFJ
a1897,등산,필라테스,사이클,월,"이른 오전, 오후, 늦은 오후, 저녁, 밤",INTP
a1898,골프/스크린골프,수영,복싱,"월, 화, 수, 목, 일","이른 오전, 오전, 오후, 저녁",ISTP
a1899,테니스,등산,아이스스케이트,"월, 화, 수, 목, 금, 일","오전, 오후, 저녁, 밤",ESFJ
a1900,스키,크로스핏,배구,수,"이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INTP
a1901,헬스,인라인스케이트,발야구,"화, 금, 토","이른 오전, 오전, 오후, 밤",ISTJ
a1902,풋살,축구,등산,"월, 화, 수, 목, 금, 일","오전, 밤",ISTP
a1903,피구,골프/스크린골프,주짓수,"화, 목, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFJ
a1904,볼링,클라이밍,스노보드,"월, 목","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESTJ
a1905,클라이밍,태권도,족구,"화, 수, 목, 일","오전, 늦은 오후, 밤",ISTJ
a1906,필라테스,유도,탁구,"월, 수, 목, 금, 토","이른 오전, 오전, 오후, 늦은 오후, 저녁",ISFP
